,Observered Ion,Theoretical Ion,Charge,count,PPM Error,Ion Type,Structure
0,130.0497283935547,130.0499,1,3041.03955078125,1.3200000,i_ion,"[""['E3']""]"
1,173.0921630859375,173.0921,1,560020.3125,-0.4000000,i_ion,"[""['J4']""]"
2,201.08737182617188,201.0870,1,7052.13818359375,-1.8000000,i_ion,"[""['A2', 'E3']""]"
3,262.1397705078125,262.1397,1,697788.4375,-0.3000000,y_ion,"[""['A5', 'J4']""]"
4,278.123046875,278.1234,1,72482.578125,1.2700000,i_ion,"[""['M1']""]"
5,302.13470458984375,302.1347,1,583381.0625,0E-7,i_ion,"[""['E3', 'J4']""]"
6,349.16046142578125,349.1605,1,225501.921875,0.11000000,i_ion,"[""['M1', 'A2']""]"
7,373.1716003417969,373.1718,1,196310.609375,0.54000000,i_ion,"[""['A2', 'E3', 'J4']""]"
8,391.18231201171875,391.1823,1,437615.84375,0E-7,y_ion,"[""['E3', 'J4', 'A5']""]"
9,462.2193603515625,462.2194,1,135753.0,0.09000000,y_ion,"[""['A2', 'E3', 'J4', 'A5']""]"
10,478.20294189453125,478.2031,1,40591.7734375,0.33000000,i_ion,"[""['M1', 'A2', 'E3']""]"
11,650.2864990234375,650.2879,1,42537.48046875,2.1500000,i_ion,"[""['M1', 'A2', 'E3', 'J4']""]"
12,739.33544921875,739.3355,1,265351.4375,0.07000000,y_ion,"[""['M1', 'A2', 'E3', 'J4', 'A5']""]"
